dt_notific,precipitacao,ponto_orvalho,temp_media,temp_max,temp_min,umidade,precipitacao_soma_5d,precipitacao_soma_10d,precipitacao_soma_15d,ponto_orvalho_media_5d,ponto_orvalho_media_10d,ponto_orvalho_media_15d,temp_media_media_5d,temp_media_media_10d,temp_media_media_15d,temp_max_media_5d,temp_max_media_10d,temp_max_media_15d,temp_min_media_5d,temp_min_media_10d,temp_min_media_15d,umidade_media_5d,umidade_media_10d,umidade_media_15d,quantidade_de_casos,quantidade_de_casos_7dias,quantidade_de_casos_14dias,quantidade_de_casos_21dias,estacao
2020-01-01,0.0,16.3,24.9,30.8,19.8,60.0,0.0,0.0,0.0,16.3,16.3,16.3,24.9,24.9,24.9,30.8,30.8,30.8,19.8,19.8,19.8,60.0,60.0,60.0,2,2,2,2,Verão
2020-01-02,100.6,18.7,21.6,28.8,17.7,84.3,100.6,100.6,100.6,17.5,17.5,17.5,23.25,23.25,23.25,29.8,29.8,29.8,18.75,18.75,18.75,72.15,72.15,72.15,13,13,13,13,Verão
2020-01-03,18.0,19.5,22.0,26.3,20.0,86.2,118.6,118.6,118.6,18.167,18.167,18.167,22.833,22.833,22.833,28.633,28.633,28.633,19.167,19.167,19.167,76.833,76.833,76.833,6,6,6,6,Verão
2020-01-04,44.4,19.0,21.5,26.3,19.3,86.3,163.0,163.0,163.0,18.375,18.375,18.375,22.5,22.5,22.5,28.05,28.05,28.05,19.2,19.2,19.2,79.2,79.2,79.2,2,2,2,2,Verão
2020-01-05,26.6,18.8,22.2,28.5,18.9,82.0,189.6,189.6,189.6,18.46,18.46,18.46,22.44,22.44,22.44,28.14,28.14,28.14,19.14,19.14,19.14,79.76,79.76,79.76,1,1,1,1,Verão
2020-01-06,0.0,19.0,24.2,28.7,20.6,74.0,189.6,189.6,189.6,19.0,18.55,18.55,22.3,22.733,22.733,27.72,28.233,28.233,19.3,19.383,19.383,82.56,78.8,78.8,13,13,13,13,Verão
2020-01-07,0.2,19.7,24.8,31.0,20.6,74.3,89.2,189.8,189.8,19.2,18.714,18.714,22.94,23.029,23.029,28.16,28.629,28.629,19.88,19.557,19.557,80.56,78.157,78.157,5,5,5,5,Verão
2020-01-08,24.4,19.6,23.8,32.0,19.9,78.7,95.6,214.2,214.2,19.22,18.825,18.825,23.3,23.125,23.125,29.3,29.05,29.05,19.86,19.6,19.6,79.06,78.225,78.225,9,9,9,9,Verão
2020-01-09,11.0,18.4,24.9,32.8,19.7,69.5,62.2,225.2,225.2,19.1,18.778,18.778,23.98,23.322,23.322,30.6,29.467,29.467,19.94,19.611,19.611,75.7,77.256,77.256,21,21,21,21,Verão
2020-01-10,16.2,19.4,25.6,32.7,20.0,71.0,51.8,241.4,241.4,19.22,18.84,18.84,24.66,23.55,23.55,31.44,29.79,29.79,20.16,19.65,19.65,73.5,76.63,76.63,12,12,12,12,Verão
2020-01-11,0.2,16.8,26.5,31.9,21.4,55.7,52.0,241.6,241.6,18.78,18.89,18.655,25.12,23.71,23.818,32.08,29.9,29.982,20.32,19.81,19.809,69.84,76.2,74.727,2,2,2,2,Verão
2020-01-12,0.0,17.5,27.3,33.8,21.4,57.3,51.8,141.0,241.6,18.34,18.77,18.558,25.62,24.28,24.108,32.64,30.4,30.3,20.48,20.18,19.942,66.44,73.5,73.275,1,1,1,1,Verão
2020-01-13,0.0,17.7,26.7,33.4,20.4,59.4,27.4,123.0,241.6,17.96,18.59,18.492,26.2,24.75,24.308,32.92,31.11,30.538,20.58,20.22,19.977,62.58,70.82,72.208,14,14,14,14,Verão
2020-01-14,1.0,19.2,23.9,31.6,20.7,76.5,17.4,79.6,242.6,18.12,18.61,18.543,26.0,24.99,24.279,32.68,31.64,30.614,20.78,20.36,20.029,63.98,69.84,72.514,11,11,11,11,Verão
2020-01-15,52.8,19.3,25.2,31.5,19.3,71.0,54.0,105.8,295.4,18.1,18.66,18.593,25.92,25.29,24.34,32.44,31.94,30.673,20.64,20.4,19.98,63.98,68.74,72.413,14,14,14,14,Verão
2020-01-16,49.0,19.1,24.4,32.1,18.4,75.1,102.8,154.8,344.4,18.56,18.67,18.78,25.5,25.31,24.307,32.48,32.28,30.76,20.04,20.18,19.887,67.86,68.85,73.42,21,21,21,21,Verão
2020-01-17,44.4,19.8,23.0,28.9,20.2,83.2,147.2,199.0,288.2,19.02,18.68,18.853,24.64,25.13,24.4,31.5,32.07,30.767,19.8,20.14,20.053,73.04,69.74,73.347,11,11,11,11,Verão
2020-01-18,0.2,18.3,23.3,27.1,20.1,73.8,147.4,174.8,270.4,19.14,18.55,18.773,23.96,25.08,24.487,30.24,31.58,30.82,19.74,20.16,20.06,75.92,69.25,72.52,1,1,1,1,Verão
2020-01-19,0.0,18.8,23.4,29.9,20.9,76.6,146.4,163.8,226.0,19.06,18.59,18.76,23.86,24.93,24.613,29.9,31.29,31.06,19.78,20.28,20.167,75.94,69.96,71.873,3,3,3,3,Verão
2020-01-20,4.8,18.9,22.7,28.3,20.1,80.0,98.4,152.4,204.2,18.98,18.54,18.767,23.36,24.64,24.647,29.26,30.85,31.047,19.94,20.29,20.247,77.74,70.86,71.74,24,24,24,24,Verão
2020-01-21,10.4,18.5,21.9,27.5,19.1,81.5,59.8,162.6,214.6,18.86,18.71,18.733,22.86,24.18,24.493,28.34,30.41,30.967,20.08,20.06,20.147,79.02,73.44,72.24,19,19,19,19,Verão
2020-01-22,4.2,18.0,22.6,27.7,18.2,75.8,19.6,166.8,218.6,18.5,18.76,18.62,22.78,23.71,24.347,28.1,29.8,30.747,19.68,19.74,19.987,77.54,75.29,72.34,19,19,19,19,Verão
2020-01-23,20.6,18.9,20.4,22.5,19.6,90.9,40.0,187.4,214.8,18.62,18.88,18.573,22.2,23.08,24.12,27.18,28.71,30.113,19.58,19.66,19.967,80.96,78.44,73.153,10,10,10,10,Verão
2020-01-24,159.4,19.2,20.7,23.4,19.7,91.3,199.4,345.8,363.2,18.7,18.88,18.627,21.66,22.76,23.84,25.88,27.89,29.487,19.34,19.56,19.967,83.9,79.92,74.607,26,26,26,26,Verão
2020-01-25,116.6,18.9,21.8,28.3,19.2,84.5,311.2,409.6,463.6,18.7,18.84,18.593,21.48,22.42,23.587,25.88,27.57,29.193,19.16,19.55,19.913,84.8,81.27,75.507,2,2,2,2,Verão
2020-01-26,0.4,18.6,22.9,28.2,19.2,77.8,301.2,361.0,463.8,18.72,18.79,18.713,21.68,22.27,23.347,26.02,27.18,28.947,19.18,19.63,19.767,84.06,81.54,76.98,1,1,1,1,Verão
2020-01-27,0.2,18.5,23.2,29.8,20.5,75.9,297.2,316.8,464.0,18.82,18.66,18.78,21.8,22.29,23.073,26.44,27.27,28.68,19.64,19.66,19.707,84.08,80.81,78.22,22,22,22,22,Verão
2020-01-28,0.6,19.1,24.2,31.2,20.2,75.0,277.2,317.2,464.6,18.86,18.74,18.873,22.56,22.38,22.907,28.18,27.68,28.533,19.76,19.67,19.693,80.9,80.93,79.26,12,12,12,12,Verão
2020-01-29,32.6,19.7,22.5,26.2,19.1,84.5,150.4,349.8,496.2,18.96,18.83,18.907,22.92,22.29,22.813,28.74,27.31,28.173,19.64,19.49,19.587,79.54,81.72,79.793,17,17,17,17,Verão
2020-01-30,1.0,19.4,25.4,31.6,20.6,71.1,34.8,346.0,444.4,19.06,18.88,18.913,23.64,22.56,22.827,29.4,27.64,28.18,19.92,19.54,19.673,76.86,80.83,79.8,21,21,21,21,Verão
2020-01-31,0.0,19.7,26.0,32.3,22.2,69.0,34.4,335.6,395.4,19.28,19.0,18.953,24.26,22.97,22.933,30.22,28.12,28.193,20.52,19.85,19.927,75.1,79.58,79.393,17,17,17,17,Verão
2020-02-01,0.2,19.9,25.3,31.1,21.3,72.9,34.4,331.6,351.2,19.56,19.19,18.96,24.68,23.24,23.087,30.48,28.46,28.34,20.68,20.16,20.0,74.5,79.29,78.707,6,6,6,6,Verão
2020-02-02,18.6,18.8,25.3,32.9,20.4,68.6,52.4,329.6,369.6,19.5,19.18,18.993,24.9,23.73,23.22,30.82,29.5,28.727,20.72,20.24,20.02,73.22,77.06,78.36,6,6,6,6,Verão
2020-02-03,44.4,18.3,25.1,31.8,19.8,68.6,64.2,214.6,414.0,19.22,19.09,18.96,25.42,24.17,23.333,31.94,30.34,28.853,20.86,20.25,19.947,70.04,74.79,77.827,33,33,33,33,Verão
2020-02-04,0.2,17.4,25.2,30.2,21.1,62.6,63.4,98.2,409.4,18.82,18.94,18.86,25.38,24.51,23.5,31.66,30.53,28.98,20.96,20.44,20.013,68.34,72.6,76.667,26,26,26,26,Verão
2020-02-05,40.8,18.9,22.2,26.1,19.1,82.1,104.2,138.6,439.8,18.66,18.97,18.887,24.62,24.44,23.52,30.42,30.32,28.887,20.34,20.43,20.013,70.96,73.03,76.707,20,20,20,20,Verão
2020-02-06,6.4,18.2,21.0,25.4,19.9,84.1,110.4,144.8,442.0,18.32,18.94,18.9,23.76,24.22,23.413,29.28,29.88,28.733,20.06,20.37,20.127,73.2,73.85,77.26,16,16,16,16,Verão
2020-02-07,40.4,16.8,21.8,28.1,17.1,75.0,132.2,184.6,461.8,17.92,18.71,18.76,23.06,23.98,23.507,28.32,29.57,29.107,19.4,20.06,19.96,74.48,73.85,76.2,32,32,32,32,Verão
2020-02-08,0.2,17.5,22.0,28.0,18.6,76.3,88.0,152.2,302.6,17.76,18.49,18.647,22.44,23.93,23.593,27.56,29.75,29.413,19.16,20.01,19.887,76.02,73.03,75.2,8,8,8,8,Verão
2020-02-09,24.4,18.1,21.4,26.3,18.3,82.6,112.2,175.6,210.4,17.9,18.36,18.593,21.68,23.53,23.567,26.78,29.22,29.28,18.6,19.78,19.827,80.02,74.18,75.073,8,8,8,8,Verão
2020-02-10,0.8,18.0,23.3,29.3,19.5,73.7,72.2,176.4,210.8,17.72,18.19,18.553,21.9,23.26,23.593,27.42,28.92,29.353,18.68,19.51,19.847,78.34,74.65,74.8,33,33,33,33,Verão
2020-02-11,9.2,18.9,21.4,26.4,19.1,86.1,75.0,185.4,219.8,17.86,18.09,18.58,21.98,22.87,23.473,27.62,28.45,29.127,18.52,19.29,19.753,78.74,75.97,75.48,38,38,38,38,Verão
2020-02-12,32.6,19.1,21.7,26.7,19.3,85.5,67.2,199.4,251.8,18.32,18.12,18.58,21.96,22.51,23.307,27.34,27.83,28.827,18.96,19.18,19.693,80.84,77.66,76.18,32,32,32,32,Verão
2020-02-13,0.0,18.4,20.9,24.0,19.7,85.8,67.0,155.0,219.2,18.5,18.13,18.493,21.74,22.09,23.2,26.54,27.05,28.68,19.18,19.17,19.733,82.74,79.38,76.267,34,34,34,34,Verão
2020-02-14,10.4,18.0,22.3,31.1,17.8,78.5,53.0,165.2,228.6,18.48,18.19,18.4,21.92,21.8,22.993,27.5,27.14,28.647,19.08,18.84,19.547,81.92,80.97,76.76,35,35,35,35,Verão
2020-02-15,9.4,18.7,24.0,30.8,19.7,73.9,61.6,133.8,238.0,18.62,18.17,18.333,22.06,21.98,22.86,27.8,27.61,28.547,19.12,18.9,19.38,81.96,80.15,77.087,11,11,11,11,Verão
2020-02-16,3.0,19.2,23.7,29.4,21.6,76.5,55.4,130.4,240.8,18.68,18.27,18.287,22.52,22.25,22.753,28.4,28.01,28.433,19.62,19.07,19.4,80.04,79.39,77.327,12,12,12,12,Verão
2020-02-17,19.0,19.1,23.3,29.4,18.3,77.9,41.8,109.0,241.2,18.68,18.5,18.307,22.84,22.4,22.62,28.94,28.14,28.2,19.42,19.19,19.26,78.52,79.68,77.947,58,58,58,58,Verão
2020-02-18,2.2,17.5,24.1,30.2,20.4,67.1,44.0,111.0,199.0,18.5,18.5,18.253,23.48,22.61,22.553,30.18,28.36,28.093,19.56,19.37,19.3,74.78,78.76,77.847,44,44,44,44,Verão
2020-02-19,0.0,17.2,24.4,30.7,20.2,65.2,33.6,86.6,198.8,18.34,18.41,18.24,23.9,22.91,22.5,30.1,28.8,28.127,20.04,19.56,19.24,72.12,77.02,78.02,50,50,50,50,Verão
2020-02-20,0.0,17.8,24.8,31.1,20.7,66.4,24.2,85.8,158.0,18.16,18.39,18.167,24.06,23.06,22.673,30.16,28.98,28.46,20.24,19.68,19.347,70.62,76.29,76.973,98,98,98,98,Verão
2020-02-21,0.2,18.5,24.6,30.7,20.7,69.5,21.4,76.8,151.8,18.02,18.35,18.187,24.24,23.38,22.913,30.42,29.41,28.813,20.06,19.84,19.4,69.22,74.63,76.0,36,36,36,36,Verão
2020-02-22,0.0,18.1,24.3,30.8,19.6,70.2,2.4,44.2,111.4,17.82,18.25,18.273,24.44,23.64,23.08,30.7,29.82,28.993,20.32,19.87,19.567,67.68,73.1,75.68,7,7,7,7,Verão
2020-02-23,22.0,17.7,21.9,25.8,19.2,77.9,22.2,66.2,133.2,17.86,18.18,18.287,24.0,23.74,23.073,29.82,30.0,28.847,20.08,19.82,19.607,69.84,72.31,75.787,10,10,10,10,Verão
2020-02-24,0.6,17.7,21.2,25.9,19.2,80.8,22.8,56.4,109.4,17.96,18.15,18.26,23.36,23.63,23.06,28.86,29.48,28.82,19.88,19.96,19.667,72.96,72.54,75.667,21,21,21,21,Verão
2020-02-25,5.6,19.4,23.3,29.2,19.9,79.8,28.4,52.6,114.2,18.28,18.22,18.353,23.06,23.56,23.06,28.48,29.32,28.813,19.72,19.98,19.693,75.64,73.13,76.073,11,11,11,11,Verão
2020-02-26,8.4,19.7,23.3,29.2,20.2,81.0,36.6,58.0,113.4,18.52,18.27,18.407,22.8,23.52,23.187,28.18,29.3,29.0,19.62,19.84,19.767,77.94,73.58,75.733,59,59,59,59,Verão
2020-02-27,1.4,19.2,23.8,30.1,19.5,76.7,38.0,40.4,82.2,18.74,18.28,18.413,22.7,23.57,23.327,28.04,29.37,29.227,19.6,19.96,19.78,79.24,73.46,75.147,71,71,71,71,Verão
2020-02-28,27.8,19.7,21.5,23.8,20.0,89.2,43.8,66.0,110.0,19.14,18.5,18.5,22.62,23.31,23.367,27.64,28.73,29.213,19.76,19.92,19.8,81.5,75.67,75.373,47,47,47,47,Verão
2020-02-29,16.4,19.3,21.1,24.4,19.7,89.2,59.6,82.4,116.0,19.46,18.71,18.587,22.6,22.98,23.287,27.34,28.1,28.767,19.86,19.87,19.927,83.18,78.07,76.087,11,11,11,11,Verão
2020-03-01,4.4,18.8,21.6,28.2,19.0,85.0,58.4,86.8,111.0,19.34,18.81,18.593,22.26,22.66,23.127,27.14,27.81,28.593,19.68,19.7,19.88,84.22,79.93,76.827,15,15,15,15,Verão
2020-03-02,32.4,16.5,18.7,20.8,16.8,87.3,82.4,119.0,140.4,18.7,18.61,18.413,21.34,22.07,22.793,25.46,26.82,28.02,19.0,19.31,19.56,85.48,81.71,77.547,60,60,60,60,Verão
2020-03-03,12.2,18.2,20.2,24.8,17.7,88.3,93.2,131.2,133.6,18.5,18.62,18.353,20.62,21.66,22.587,24.4,26.22,27.713,18.64,19.12,19.52,87.8,83.52,78.24,61,61,61,61,Verão
2020-03-04,44.4,19.1,22.4,29.4,19.2,82.3,109.8,153.6,175.8,18.38,18.76,18.46,20.8,21.71,22.473,25.52,26.58,27.66,18.48,19.12,19.44,86.42,83.96,79.253,108,108,108,108,Verão
2020-03-05,1.2,18.9,23.3,29.6,20.0,77.8,94.6,154.2,177.0,18.3,18.88,18.573,21.24,21.92,22.4,26.56,26.95,27.587,18.54,19.2,19.427,84.14,83.66,80.093,102,102,102,102,Verão
2020-03-06,0.4,17.5,20.7,26.6,18.0,82.6,90.6,149.0,177.4,18.04,18.69,18.553,21.06,21.66,22.127,26.24,26.69,27.287,18.34,19.01,19.247,83.66,83.94,81.173,63,63,63,63,Verão
2020-03-07,9.0,17.3,20.2,25.5,18.1,83.8,67.2,149.6,186.2,18.2,18.45,18.473,21.36,21.35,21.833,27.18,26.32,26.94,18.6,18.8,19.073,82.96,84.22,82.127,17,17,17,17,Verão
2020-03-08,0.2,16.5,21.1,26.4,18.0,76.0,55.2,148.4,186.4,17.86,18.18,18.367,21.54,21.08,21.62,27.5,25.95,26.647,18.66,18.65,18.967,80.5,84.15,82.513,21,21,21,21,Verão
2020-03-09,0.0,16.0,22.5,29.3,17.9,68.5,10.8,120.6,164.4,17.24,17.81,18.253,21.56,21.18,21.66,27.48,26.5,26.88,18.4,18.44,18.88,77.74,82.08,81.887,101,101,101,101,Verão
2020-03-10,0.0,16.7,23.1,29.6,19.6,68.4,9.6,104.2,163.8,16.8,17.55,18.187,21.52,21.38,21.787,27.48,27.02,27.127,18.32,18.43,18.907,75.86,80.0,81.06,78,78,78,78,Verão
2020-03-11,0.0,16.7,23.2,30.4,18.0,68.5,9.2,99.8,158.2,16.64,17.34,18.007,22.02,21.54,21.78,28.24,27.24,27.207,18.32,18.33,18.78,73.04,78.35,80.307,76,76,76,76,Verão
2020-03-12,0.0,17.0,23.9,29.4,19.4,66.5,0.2,67.4,149.8,16.58,17.39,17.827,22.76,22.06,21.82,29.02,28.1,27.22,18.58,18.59,18.727,69.58,76.27,79.34,111,111,111,111,Verão
2020-03-13,0.0,17.7,23.6,28.7,19.9,70.4,0.0,55.2,148.4,16.82,17.34,17.727,23.26,22.4,21.807,29.48,28.49,27.127,18.96,18.81,18.753,68.46,74.48,78.92,60,60,60,60,Verão
2020-03-14,0.0,17.8,23.9,29.2,20.5,69.8,0.0,10.8,120.6,17.18,17.21,17.6,23.54,22.55,21.967,29.46,28.47,27.487,19.48,18.94,18.787,68.72,73.23,77.627,33,33,33,33,Verão
2020-03-15,0.0,16.4,23.7,28.9,20.4,65.3,0.0,9.6,104.2,17.12,16.96,17.407,23.66,22.59,22.14,29.32,28.4,27.787,19.64,18.98,18.833,68.1,71.98,76.033,19,19,19,19,Verão
2020-03-16,0.0,16.2,24.2,30.8,18.4,62.5,0.0,9.2,99.8,17.02,16.83,17.233,23.86,22.94,22.313,29.4,28.82,27.96,19.72,19.02,18.793,66.9,69.97,74.533,122,122,122,122,Verão
2020-03-17,0.0,17.2,23.1,31.4,19.0,71.2,0.0,0.2,67.4,17.06,16.82,17.28,23.7,23.23,22.607,29.8,29.41,28.667,19.64,19.11,18.94,67.84,68.71,73.46,100,100,100,100,Verão
2020-03-18,41.4,18.1,22.9,29.8,17.9,75.9,41.4,41.4,96.6,17.14,16.98,17.273,23.56,23.41,22.787,30.02,29.75,29.0,19.24,19.1,18.953,68.94,68.7,72.633,71,71,71,71,Verão
2020-03-19,0.0,18.6,23.9,30.8,19.4,73.4,41.4,41.4,52.2,17.3,17.24,17.24,23.56,23.55,22.887,30.34,29.9,29.093,19.02,19.25,18.967,69.66,69.19,72.04,95,95,95,95,Verão
2020-03-20,41.2,19.8,22.7,29.0,19.2,84.6,82.6,82.6,92.2,17.98,17.55,17.3,23.36,23.51,22.847,30.36,29.84,29.053,18.78,19.21,18.913,73.52,70.81,72.493,35,35,35,35,Outono
2020-03-21,93.4,19.3,21.6,26.7,19.3,87.0,176.0,176.0,185.2,18.6,17.81,17.42,22.84,23.35,22.907,29.54,29.47,29.06,18.96,19.34,19.0,78.42,72.66,72.787,12,12,12,12,Outono
2020-03-22,35.6,18.1,20.9,24.3,18.6,84.5,211.6,211.6,211.8,18.78,17.92,17.473,22.4,23.05,22.953,28.12,28.96,28.98,18.88,19.26,19.033,81.08,74.46,72.833,9,9,9,9,Outono
2020-03-23,2.2,15.9,21.0,26.1,18.3,73.0,172.4,213.8,213.8,18.34,17.74,17.433,22.02,22.79,22.947,27.38,28.7,28.96,18.96,19.1,19.053,80.5,74.72,72.633,52,52,52,52,Outono
2020-03-24,0.0,13.8,20.2,26.6,15.9,67.7,172.4,213.8,213.8,17.38,17.34,17.287,21.28,22.42,22.793,26.54,28.44,28.78,18.26,18.64,18.92,79.36,74.51,72.58,35,35,35,35,Outono
2020-03-25,0.0,13.9,20.5,27.7,14.9,66.7,131.2,213.8,213.8,16.2,17.09,17.1,20.84,22.1,22.62,26.28,28.32,28.653,17.4,18.09,18.607,75.78,74.65,72.467,32,32,32,32,Outono
2020-03-26,0.0,15.1,20.9,26.8,17.1,70.1,37.8,213.8,213.8,15.36,16.98,16.993,20.7,21.77,22.467,26.3,27.92,28.413,16.96,17.96,18.547,72.4,75.41,72.573,37,37,37,37,Outono
2020-03-27,0.0,15.7,21.0,25.5,17.9,72.3,2.2,213.8,213.8,14.88,16.83,16.907,20.72,21.56,22.273,26.54,27.33,28.153,16.82,17.85,18.447,69.96,75.52,72.96,32,32,32,32,Outono
2020-03-28,0.0,15.6,22.3,27.8,18.8,66.3,0.0,172.4,213.8,14.82,16.58,16.767,20.98,21.5,22.187,26.88,27.13,28.093,16.92,17.94,18.373,68.62,74.56,72.687,10,10,10,10,Outono
2020-03-29,0.0,17.1,23.8,31.3,19.6,67.5,0.0,172.4,213.8,15.48,16.43,16.72,21.7,21.49,22.18,27.82,27.18,28.233,17.66,17.96,18.313,68.58,73.97,72.533,14,14,14,14,Outono
2020-03-30,0.0,16.8,24.8,31.2,20.9,62.5,0.0,131.2,213.8,16.06,16.13,16.747,22.56,21.7,22.253,28.52,27.4,28.387,18.86,18.13,18.347,67.74,71.76,72.347,46,46,46,46,Outono
2020-03-31,0.0,17.0,24.6,31.2,21.5,63.3,0.0,37.8,213.8,16.44,15.9,16.8,23.3,22.0,22.28,29.4,27.85,28.413,19.74,18.35,18.553,66.38,69.39,72.4,41,41,41,41,Outono
2020-04-01,0.0,18.4,23.3,28.3,21.3,74.8,0.0,2.2,213.8,16.98,15.93,16.88,23.76,22.24,22.293,29.96,28.25,28.207,20.42,18.62,18.707,66.88,68.42,72.64,41,41,41,41,Outono
2020-04-02,20.6,19.3,22.9,28.5,20.2,80.7,20.6,20.6,193.0,17.72,16.27,16.96,23.88,22.43,22.293,30.1,28.49,28.12,20.7,18.81,18.86,69.76,69.19,72.96,27,27,27,27,Outono
2020-04-03,2.8,19.9,22.9,28.5,19.3,83.5,23.4,23.4,195.8,18.28,16.88,17.047,23.7,22.7,22.227,29.54,28.68,27.967,20.64,19.15,18.853,72.96,70.77,73.633,66,66,66,66,Outono
2020-04-04,9.4,19.2,23.2,29.7,19.5,79.6,32.8,32.8,164.0,18.76,17.41,17.007,23.38,22.97,22.26,29.24,28.88,28.013,20.36,19.61,18.873,76.38,72.06,73.3,8,8,8,8,Outono
2020-04-05,0.2,18.9,24.3,31.3,20.1,73.8,33.0,33.0,70.8,19.14,17.79,16.98,23.32,23.31,22.44,29.26,29.33,28.32,20.08,19.91,18.927,78.48,72.43,72.42,14,14,14,14,Outono
2020-04-06,0.0,18.7,23.9,30.4,20.1,73.8,33.0,33.0,35.2,19.2,18.09,17.02,23.44,23.6,22.64,29.68,29.82,28.727,19.84,20.13,19.027,78.28,72.58,71.707,62,62,62,62,Outono
2020-04-07,0.0,19.8,23.7,29.2,20.1,79.0,12.4,33.0,33.0,19.3,18.51,17.28,23.6,23.74,22.82,29.82,29.96,28.933,19.82,20.26,19.147,77.94,73.85,72.107,44,44,44,44,Outono
2020-04-08,0.2,18.6,23.1,30.6,20.6,76.7,9.8,33.2,33.2,19.04,18.66,17.6,23.64,23.67,23.013,30.24,29.89,29.2,20.08,20.36,19.46,76.58,74.77,72.707,46,46,46,46,Outono
2020-04-09,33.0,17.8,21.5,27.5,17.7,80.3,33.4,66.2,66.2,18.76,18.76,17.86,23.3,23.34,23.08,29.8,29.52,29.187,19.72,20.04,19.647,76.72,76.55,73.613,50,50,50,50,Outono
2020-04-10,0.6,17.7,22.6,28.7,18.5,75.3,33.8,66.8,66.8,18.52,18.83,18.033,22.96,23.14,23.193,29.28,29.27,29.313,19.4,19.74,19.74,77.02,77.75,73.96,14,14,14,14,Outono
2020-04-11,0.0,18.3,23.1,29.7,19.8,75.1,33.8,66.8,66.8,18.44,18.82,18.207,22.8,23.12,23.333,29.14,29.41,29.593,19.34,19.59,19.867,77.28,77.78,74.147,26,26,26,26,Outono
2020-04-12,0.4,18.2,22.2,28.6,18.7,78.5,34.2,46.6,67.2,18.12,18.71,18.38,22.5,23.05,23.327,29.02,29.42,29.647,19.06,19.44,19.86,77.18,77.56,74.96,21,21,21,21,Outono
2020-04-13,0.0,16.1,21.1,27.6,17.4,74.1,34.0,43.8,67.2,17.62,18.33,18.313,22.1,22.87,23.147,28.42,29.33,29.4,18.42,19.25,19.713,76.66,76.62,75.4,65,65,65,65,Outono
2020-04-14,0.0,15.9,21.5,27.5,17.6,71.7,1.0,34.4,67.2,17.24,18.0,18.253,22.1,22.7,22.927,28.42,29.11,29.153,18.4,19.06,19.493,74.94,75.83,76.013,48,48,48,48,Outono
2020-04-15,0.0,17.2,21.1,27.4,18.6,79.6,0.4,34.2,67.2,17.14,17.83,18.267,21.8,22.38,22.693,28.16,28.72,28.9,18.42,18.91,19.3,75.8,76.41,77.1,43,43,43,43,Outono
2020-04-16,29.0,17.9,20.3,25.1,17.7,86.5,29.4,63.2,96.2,17.06,17.75,18.233,21.24,22.02,22.493,27.24,28.19,28.687,18.0,18.67,19.06,78.08,77.68,77.88,42,42,42,42,Outono
2020-04-17,0.8,17.7,21.8,28.7,18.3,78.5,29.8,64.0,76.4,16.96,17.54,18.127,21.16,21.83,22.42,27.26,28.14,28.7,17.92,18.49,18.933,78.08,77.63,77.733,44,44,44,44,Outono
2020-04-18,0.0,16.4,21.4,27.4,17.3,74.0,29.8,63.8,73.6,17.02,17.32,17.893,21.22,21.66,22.32,27.22,27.82,28.627,17.9,18.16,18.8,78.06,77.36,77.1,13,13,13,13,Outono
2020-04-19,4.0,14.9,19.9,24.7,16.9,73.3,33.8,34.8,68.2,16.82,17.03,17.607,20.9,21.5,22.1,26.66,27.54,28.293,17.76,18.08,18.627,78.38,76.66,76.68,8,8,8,8,Outono
2020-04-20,0.0,14.5,20.2,26.7,15.4,71.9,33.8,34.2,68.0,16.28,16.71,17.313,20.72,21.26,21.827,26.52,27.34,27.987,17.12,17.77,18.313,76.84,76.32,76.553,45,45,45,45,Outono
2020-04-21,0.0,14.1,20.6,27.7,14.6,68.5,4.8,34.2,68.0,15.52,16.29,17.007,20.78,21.01,21.607,27.04,27.14,27.807,16.5,17.25,17.947,73.24,75.66,76.2,17,17,17,17,Outono
2020-04-22,0.0,14.3,20.9,28.1,15.3,68.2,4.0,33.8,68.0,14.84,15.9,16.64,20.6,20.88,21.42,26.92,27.09,27.733,15.9,16.91,17.627,71.18,74.63,75.48,57,57,57,57,Outono
2020-04-23,0.0,15.7,21.8,27.5,18.3,69.0,4.0,33.8,67.8,14.7,15.86,16.447,20.68,20.95,21.333,26.94,27.08,27.527,16.1,17.0,17.473,70.18,74.12,74.967,46,46,46,46,Outono
2020-04-24,0.0,15.6,21.4,27.4,16.8,70.8,0.0,33.8,34.8,14.84,15.83,16.3,20.98,20.94,21.327,27.48,27.07,27.52,16.08,16.92,17.413,69.68,74.03,74.333,53,53,53,53,Outono
2020-04-25,0.0,13.6,20.8,27.1,16.2,64.5,0.0,33.8,34.2,14.66,15.47,16.027,21.1,20.91,21.207,27.56,27.04,27.413,16.24,16.68,17.26,68.2,72.52,73.613,9,9,9,9,Outono
2020-04-26,0.0,14.8,21.5,27.4,16.6,66.6,0.0,4.8,34.2,14.8,15.16,15.793,21.28,21.03,21.1,27.5,27.27,27.26,16.64,16.57,17.047,67.82,70.53,73.047,15,15,15,15,Outono
2020-04-27,0.0,13.5,19.8,25.8,14.6,68.8,0.0,4.0,33.8,14.64,14.74,15.48,21.06,20.83,20.94,27.04,26.98,27.073,16.5,16.2,16.773,67.94,69.56,72.4,62,62,62,62,Outono
2020-04-28,0.0,10.9,19.2,24.6,13.8,60.9,0.0,4.0,33.8,13.68,14.19,15.133,20.54,20.61,20.813,26.46,26.7,26.873,15.6,15.85,16.533,66.32,68.25,71.52,36,36,36,36,Outono
