dt_notific,precipitacao,ponto_orvalho,temp_media,temp_max,temp_min,umidade,precipitacao_soma_5d,precipitacao_soma_10d,precipitacao_soma_15d,ponto_orvalho_media_5d,ponto_orvalho_media_10d,ponto_orvalho_media_15d,temp_media_media_5d,temp_media_media_10d,temp_media_media_15d,temp_max_media_5d,temp_max_media_10d,temp_max_media_15d,temp_min_media_5d,temp_min_media_10d,temp_min_media_15d,umidade_media_5d,umidade_media_10d,umidade_media_15d,quantidade_de_casos,quantidade_de_casos_7dias,quantidade_de_casos_14dias,quantidade_de_casos_21dias,estacao
2022-09-09,0.0,9.4,23.1,31.5,15.8,44.8,0.0,0.0,0.0,9.98,8.03,8.52,20.22,19.72,20.02,27.04,27.06,27.153,14.78,13.5,14.267,54.44,49.8,50.2,2,2,2,2,Inverno
2022-09-10,0.0,8.2,24.8,33.6,16.1,38.3,0.0,0.0,0.0,9.1,8.41,8.307,21.24,20.57,20.32,28.86,28.02,27.58,14.72,14.08,14.293,49.18,48.86,48.827,1,1,1,1,Inverno
2022-09-11,0.0,8.8,26.1,34.4,19.4,35.6,0.0,0.0,0.0,8.8,8.75,8.24,22.64,21.46,20.627,30.68,29.0,27.993,15.82,14.86,14.467,44.44,47.62,47.933,1,1,1,1,Inverno
2022-09-12,0.0,12.5,23.5,30.3,18.0,52.1,0.0,0.0,0.0,9.74,9.38,8.507,23.66,21.97,20.627,31.82,29.4,27.987,16.8,15.42,14.48,44.52,48.02,48.673,3,3,3,3,Inverno
2022-09-13,0.0,11.7,24.1,33.3,17.5,50.1,0.0,0.0,0.0,10.12,9.93,8.58,24.32,22.26,20.82,32.62,29.7,28.307,17.36,16.02,14.573,44.18,48.85,48.593,2,2,2,2,Inverno
2022-09-14,0.0,9.3,26.5,36.1,19.4,39.3,0.0,0.0,0.0,10.1,10.04,8.72,25.0,22.61,21.48,33.54,30.29,29.22,18.08,16.43,15.027,43.08,48.76,47.56,1,1,1,1,Inverno
2022-09-15,0.0,12.5,24.8,30.8,19.4,48.2,0.0,0.0,0.0,10.96,10.03,9.26,25.0,23.12,22.047,32.98,30.92,29.673,18.74,16.73,15.633,45.06,47.12,47.593,1,1,1,1,Inverno
2022-09-16,0.0,13.8,22.5,29.4,18.5,59.4,0.0,0.0,0.0,11.96,10.38,9.82,24.28,23.46,22.4,31.98,31.33,29.993,18.56,17.19,16.093,49.82,47.13,48.353,1,1,1,1,Inverno
2022-09-17,0.6,11.8,17.7,21.3,16.7,68.8,0.6,0.6,0.6,11.82,10.78,10.193,23.12,23.39,22.353,30.18,31.0,29.66,18.3,17.55,16.38,53.16,48.84,49.733,0,0,0,0,Inverno
2022-09-18,0.0,9.5,17.9,24.8,14.3,58.9,0.6,0.6,0.6,11.38,10.75,10.413,21.88,23.1,22.133,28.48,30.55,29.293,17.66,17.51,16.567,54.92,49.55,50.873,0,0,0,0,Inverno
2022-09-19,0.0,11.6,20.2,28.3,15.3,60.0,0.6,0.6,0.6,11.84,10.97,10.64,20.62,22.81,21.947,26.92,30.23,29.167,16.84,17.46,16.567,59.06,51.07,52.193,2,2,2,2,Inverno
2022-09-20,0.0,13.1,21.6,30.2,16.4,60.4,0.6,0.6,0.6,11.96,11.46,10.673,19.98,22.49,22.073,26.8,29.89,29.547,16.24,17.49,16.567,61.5,53.28,51.913,0,0,0,0,Inverno
2022-09-21,0.0,15.9,23.8,30.8,19.5,62.8,0.6,0.6,0.6,12.38,12.17,11.047,20.24,22.26,22.387,27.08,29.53,29.913,16.44,17.5,16.94,62.18,56.0,52.147,1,1,1,1,Inverno
2022-09-22,37.8,17.7,21.3,24.6,18.0,80.4,37.8,38.4,38.4,13.56,12.69,11.707,20.96,22.04,22.58,27.74,28.96,29.913,16.7,17.5,17.267,64.5,58.83,54.06,0,0,0,0,Primavera
2022-09-23,0.0,14.9,22.8,30.2,18.7,65.5,37.8,38.4,38.4,14.64,13.01,12.047,21.94,21.91,22.713,28.82,28.65,29.973,17.58,17.62,17.533,65.82,60.37,54.973,3,3,3,3,Primavera
2022-09-24,0.0,10.8,22.4,31.0,14.8,50.0,37.8,38.4,38.4,14.48,13.16,12.14,22.38,21.5,22.667,29.36,28.14,29.94,17.48,17.16,17.467,63.82,61.44,55.32,0,0,0,0,Primavera
2022-09-25,0.0,14.5,22.2,29.7,17.8,63.7,37.8,38.4,38.4,14.76,13.36,12.56,22.5,21.24,22.493,29.26,28.03,29.68,17.76,17.0,17.58,64.48,62.99,57.013,0,0,0,0,Primavera
2022-09-26,0.0,13.7,23.3,31.0,17.4,57.0,37.8,38.4,38.4,14.32,13.35,12.887,22.4,21.32,22.307,29.3,28.19,29.453,17.34,16.89,17.447,63.32,62.75,58.44,4,4,4,4,Primavera
2022-09-27,0.4,16.3,20.1,24.5,19.0,79.1,0.4,38.2,38.8,14.04,13.8,13.14,22.16,21.56,22.08,29.28,28.51,29.067,17.54,17.12,17.513,63.06,63.78,60.24,0,0,0,0,Primavera
2022-09-28,12.4,16.8,21.1,26.5,17.5,77.1,12.8,50.6,51.2,14.42,14.53,13.48,21.82,21.88,21.88,28.54,28.68,28.613,17.3,17.44,17.513,65.38,65.6,62.04,2,2,2,2,Primavera
2022-09-29,1.8,15.3,20.6,24.7,18.2,72.2,14.6,52.4,53.0,15.32,14.9,13.88,21.46,21.92,21.487,27.28,28.32,27.853,17.98,17.73,17.433,69.82,66.82,64.233,4,4,4,4,Primavera
2022-09-30,0.0,14.9,20.6,25.9,17.5,70.6,14.6,52.4,53.0,15.4,15.08,14.04,21.14,21.82,21.207,26.52,27.89,27.527,17.92,17.84,17.307,71.2,67.84,65.727,0,0,0,0,Primavera
2022-10-01,5.0,15.7,21.3,27.8,16.4,72.2,19.6,57.4,58.0,15.8,15.06,14.167,20.74,21.57,21.127,25.88,27.59,27.42,17.72,17.53,17.167,74.24,68.78,66.58,0,0,0,0,Primavera
2022-10-02,0.0,14.5,24.4,32.8,18.7,57.0,19.2,19.6,57.4,15.44,14.74,14.347,21.6,21.88,21.573,27.54,28.41,28.187,17.66,17.6,17.3,69.82,66.44,65.793,2,2,2,2,Primavera
2022-10-03,0.0,15.0,23.9,31.1,19.3,59.5,6.8,19.6,57.4,15.08,14.75,14.713,22.16,21.99,21.973,28.46,28.5,28.607,18.02,17.66,17.633,66.3,65.84,65.833,3,3,3,3,Primavera
2022-10-04,33.8,16.0,20.6,29.9,16.4,76.6,38.8,53.4,91.2,15.22,15.27,15.007,22.16,21.81,22.0,29.5,28.39,28.713,17.66,17.82,17.707,67.18,68.5,66.94,2,2,2,2,Primavera
2022-10-05,6.6,15.4,22.9,31.6,17.0,66.4,45.4,60.0,97.8,15.32,15.36,15.16,22.62,21.88,22.087,30.64,28.58,28.807,17.56,17.74,17.747,66.34,68.77,67.34,2,2,2,2,Primavera
2022-10-06,0.2,16.6,24.0,30.1,20.3,64.8,40.6,60.2,98.0,15.5,15.65,15.207,23.16,21.95,22.1,31.1,28.49,28.76,18.34,18.03,17.8,64.86,69.55,67.473,2,2,2,2,Primavera
2022-10-07,0.0,17.0,21.9,28.8,20.5,74.8,40.6,59.8,60.2,16.0,15.72,15.16,22.66,22.13,22.14,30.3,28.92,29.04,18.7,18.18,17.967,68.42,69.12,67.1,0,0,0,0,Primavera
2022-10-08,2.0,15.8,22.2,29.2,18.0,70.3,42.6,49.4,62.2,16.16,15.62,15.22,22.32,22.24,22.1,29.92,29.19,28.973,18.44,18.23,17.92,70.58,68.44,67.42,1,1,1,1,Primavera
2022-10-09,0.2,15.6,23.2,26.8,19.8,62.8,9.0,47.8,62.4,16.08,15.65,15.54,22.84,22.5,22.153,29.3,29.4,28.693,19.12,18.39,18.253,67.82,67.5,68.273,0,0,0,0,Primavera
2022-10-10,0.0,15.9,24.2,30.2,19.8,60.9,2.4,47.8,62.4,16.18,15.75,15.633,23.1,22.86,22.287,29.02,29.83,28.727,19.68,18.62,18.387,66.72,66.53,68.087,2,2,2,2,Primavera
2022-10-11,0.0,13.4,25.3,31.8,20.1,50.3,2.2,42.8,62.4,15.54,15.52,15.613,23.36,23.26,22.42,29.36,30.23,28.78,19.64,18.99,18.567,63.82,64.34,67.64,0,0,0,0,Primavera
2022-10-12,0.0,10.6,25.5,32.7,20.1,42.1,2.2,42.8,62.0,14.26,15.13,15.233,24.08,23.37,22.78,30.14,30.22,29.327,19.56,19.13,18.64,57.28,62.85,65.173,0,0,0,0,Primavera
2022-10-13,0.0,11.1,24.7,31.1,19.7,44.1,0.2,42.8,49.6,13.32,14.74,14.853,24.58,23.45,23.02,30.52,30.22,29.633,19.9,19.17,18.787,52.04,61.31,62.973,3,3,3,3,Primavera
2022-10-14,0.0,13.2,24.3,30.0,18.7,50.8,0.0,9.0,47.8,12.84,14.46,14.713,24.8,23.82,23.267,31.16,30.23,29.987,19.68,19.4,18.82,49.64,58.73,61.547,2,2,2,2,Primavera
2022-10-15,0.0,12.5,23.8,30.0,19.7,51.3,0.0,2.4,47.8,12.16,14.17,14.553,24.72,23.91,23.48,31.12,30.07,30.26,19.66,19.67,18.967,47.72,57.22,60.26,0,0,0,0,Primavera
2022-10-16,0.0,10.0,22.4,29.1,17.5,47.2,0.0,2.2,42.8,11.48,13.51,14.173,24.14,23.75,23.553,30.58,29.97,30.347,19.14,19.39,19.04,47.1,55.46,58.593,1,1,1,1,Primavera
2022-10-17,0.0,11.0,23.2,30.8,17.8,47.4,0.0,2.2,42.8,11.56,12.91,13.94,23.68,23.88,23.473,30.2,30.17,30.213,18.68,19.12,18.98,48.16,52.72,57.953,2,2,2,2,Primavera
2022-10-18,0.0,12.0,23.7,29.9,18.6,49.6,0.0,0.2,42.8,11.74,12.53,13.74,23.48,24.03,23.46,29.96,30.24,30.133,18.46,19.18,18.933,49.26,50.65,57.293,3,3,3,3,Primavera
2022-10-19,0.0,14.1,23.3,30.5,19.4,58.3,0.0,0.0,9.0,11.92,12.38,13.613,23.28,24.04,23.64,30.06,30.61,30.173,18.6,19.14,19.133,50.76,50.2,56.073,3,3,3,3,Primavera
2022-10-20,15.8,16.0,22.6,29.3,17.6,68.3,15.8,15.8,18.2,12.62,12.39,13.653,23.04,23.88,23.62,29.92,30.52,30.02,18.18,18.92,19.173,54.16,50.94,56.2,2,2,2,2,Primavera
2022-10-21,0.0,15.9,22.6,29.5,19.2,67.4,15.8,15.8,18.0,13.8,12.64,13.607,23.08,23.61,23.527,30.0,30.29,29.98,18.52,18.83,19.1,58.2,52.65,56.373,4,4,4,4,Primavera
2022-10-22,2.4,17.2,21.7,27.4,18.7,76.3,18.2,18.2,20.4,15.04,13.3,13.62,22.78,23.23,23.513,29.32,29.76,29.887,18.7,18.69,18.98,63.98,56.07,56.473,1,1,1,1,Primavera
2022-10-23,18.2,16.8,21.6,27.2,16.5,75.0,36.4,36.4,36.6,16.0,13.87,13.687,22.36,22.92,23.473,28.78,29.37,29.753,18.28,18.37,18.88,69.06,59.16,56.787,1,1,1,1,Primavera
2022-10-24,15.4,16.0,21.5,29.4,17.3,73.1,51.8,51.8,51.8,16.38,14.15,13.713,22.0,22.64,23.36,28.56,29.31,29.927,17.86,18.23,18.713,72.02,61.39,57.473,5,5,5,5,Primavera
2022-10-25,5.2,14.1,21.2,29.0,14.5,67.0,41.2,57.0,57.0,16.0,14.31,13.593,21.72,22.38,23.16,28.5,29.21,29.847,17.24,17.71,18.36,71.76,62.96,57.88,1,1,1,1,Primavera
2022-10-26,0.2,14.2,23.2,30.2,17.6,58.9,41.4,57.2,57.2,15.66,14.73,13.647,21.84,22.46,23.02,28.64,29.32,29.74,16.92,17.72,18.193,70.06,64.13,58.453,0,0,0,0,Primavera
2022-10-27,0.0,14.2,24.7,31.9,18.9,54.0,39.0,57.2,57.2,15.06,15.05,13.887,22.44,22.61,22.967,29.54,29.43,29.687,16.96,17.83,18.113,65.6,64.79,59.247,4,4,4,4,Primavera
2022-10-28,0.0,14.6,24.7,32.1,20.0,55.0,20.8,57.2,57.2,14.62,15.31,14.12,23.06,22.71,22.967,30.52,29.65,29.753,17.66,17.97,18.133,61.6,65.33,59.973,4,4,4,4,Primavera
2022-10-29,0.4,15.2,24.2,30.7,19.1,59.3,5.8,57.6,57.6,14.46,15.42,14.253,23.6,22.8,22.96,30.78,29.67,29.8,18.02,17.94,18.16,58.84,65.43,60.54,0,0,0,0,Primavera
2022-10-30,1.6,16.6,24.3,30.0,19.6,63.8,2.2,43.4,59.2,14.96,15.48,14.527,24.22,22.97,22.993,30.98,29.74,29.8,19.04,18.14,18.153,58.2,64.98,61.373,1,1,1,1,Primavera
2022-10-31,7.8,19.2,21.8,25.5,19.7,85.8,9.8,51.2,67.0,15.96,15.81,15.14,23.94,22.89,22.953,30.04,29.34,29.56,19.46,18.19,18.3,63.58,66.82,63.947,2,2,2,2,Primavera
2022-11-01,3.2,18.4,22.7,30.7,19.1,79.2,13.0,52.0,70.2,16.8,15.93,15.633,23.54,22.99,22.92,29.8,29.67,29.553,19.5,18.23,18.387,68.62,67.11,66.067,2,2,2,2,Primavera
2022-11-02,51.0,14.7,17.2,21.2,16.8,85.5,64.0,84.8,121.2,16.82,15.72,15.813,22.04,22.55,22.487,27.62,29.07,28.973,18.86,18.26,18.267,74.72,68.16,68.46,1,1,1,1,Primavera
2022-11-03,22.8,11.6,15.3,19.3,13.4,79.0,86.4,92.2,144.0,16.1,15.28,15.647,20.26,21.93,21.953,25.34,28.06,28.227,17.72,17.87,17.867,78.66,68.75,69.84,2,2,2,2,Primavera
2022-11-04,0.0,10.1,16.8,21.3,13.8,65.4,84.8,87.0,128.2,14.8,14.88,15.253,18.76,21.49,21.567,23.6,27.29,27.693,16.56,17.8,17.613,78.98,68.59,69.647,3,3,3,3,Primavera
2022-11-05,0.0,9.2,18.2,25.8,10.8,58.4,77.0,86.8,128.2,12.8,14.38,14.807,18.04,20.99,21.273,23.66,26.85,27.447,14.78,17.12,17.053,73.5,68.54,69.047,0,0,0,0,Primavera
2022-11-06,0.0,10.1,19.7,26.4,13.0,55.1,73.8,86.8,125.8,11.14,13.97,14.333,17.44,20.49,21.14,22.8,26.3,27.38,13.56,16.53,16.673,68.68,68.65,67.633,1,1,1,1,Primavera
2022-11-07,0.0,12.8,21.0,28.5,16.6,61.1,22.8,86.8,107.6,10.76,13.79,14.067,18.2,20.12,21.1,24.26,25.94,27.467,13.52,16.19,16.68,63.8,69.26,66.707,1,1,1,1,Primavera
2022-11-08,4.8,15.0,21.3,28.7,17.0,69.4,4.8,91.2,97.0,11.44,13.77,14.0,19.4,19.83,21.087,26.14,25.74,27.42,14.24,15.98,16.66,61.88,70.27,66.46,1,1,1,1,Primavera
2022-11-09,7.4,15.6,20.9,28.6,16.5,73.5,12.2,97.0,99.2,12.54,13.67,14.1,20.22,19.49,21.067,27.6,25.6,27.393,14.78,15.67,16.793,63.5,71.24,66.893,3,3,3,3,Primavera
2022-11-10,7.4,15.7,22.7,29.8,17.2,66.5,19.6,96.6,106.4,13.84,13.32,14.2,21.12,19.58,21.033,28.4,26.03,27.367,16.06,15.42,16.767,65.12,69.31,67.4,1,1,1,1,Primavera
2022-11-11,0.0,16.6,23.6,31.9,19.9,67.4,19.6,93.4,106.4,15.14,13.14,14.36,21.9,19.67,20.96,29.5,26.15,27.367,17.44,15.5,16.833,67.58,68.13,68.293,1,1,1,1,Primavera
2022-11-12,23.8,16.8,21.3,27.3,17.0,76.8,43.4,66.2,130.2,15.94,13.35,14.507,21.96,20.08,20.733,29.26,26.76,27.047,17.52,15.52,16.633,70.72,67.26,69.747,2,2,2,2,Primavera
2022-11-13,0.0,16.7,24.2,31.0,19.2,65.8,38.6,43.4,129.8,16.28,13.86,14.607,22.54,20.97,20.733,29.72,27.93,27.067,17.96,16.1,16.64,70.0,65.94,70.18,2,2,2,2,Primavera
2022-11-14,1.4,18.1,22.6,30.0,18.6,77.1,32.6,44.8,129.6,16.78,14.66,14.707,22.88,21.55,20.62,30.0,28.8,27.067,18.38,16.58,16.573,70.72,67.11,71.067,4,4,4,4,Primavera
2022-11-15,13.6,18.9,21.3,26.3,18.7,86.6,38.8,58.4,135.4,17.42,15.63,14.687,22.6,21.86,20.587,29.3,28.85,27.12,18.68,17.37,16.507,74.74,69.93,71.12,0,0,0,0,Primavera
2022-11-16,9.2,17.8,21.2,27.8,19.1,82.2,48.0,67.6,141.4,17.66,16.4,14.647,22.12,22.01,20.487,28.48,28.99,26.927,18.52,17.98,16.507,77.7,72.64,71.32,1,1,1,1,Primavera
2022-11-17,14.6,15.3,22.9,29.1,15.0,64.5,38.8,82.2,105.0,17.36,16.65,14.687,22.44,22.2,20.867,28.84,29.05,27.453,18.12,17.82,16.387,75.24,72.98,69.92,1,1,1,1,Primavera
2022-11-18,0.0,13.0,22.5,28.7,17.2,56.0,38.8,77.4,82.2,16.62,16.45,14.78,22.1,22.32,21.347,28.38,29.05,28.08,17.72,17.84,16.64,73.28,71.64,68.387,1,1,1,1,Primavera
2022-11-19,0.0,13.2,21.2,26.5,15.4,61.0,37.4,70.0,82.2,15.64,16.21,14.987,21.82,22.35,21.64,27.68,28.84,28.427,17.08,17.73,16.747,70.06,70.39,68.093,1,1,1,1,Primavera
2022-11-20,0.0,13.6,22.2,30.0,18.0,60.2,23.8,62.6,82.2,14.58,16.0,15.28,22.0,22.3,21.907,28.42,28.86,28.707,16.94,17.81,17.227,64.78,69.76,68.213,0,0,0,0,Primavera
2022-11-21,0.2,13.6,23.4,29.6,18.1,55.6,14.8,62.8,82.4,13.74,15.7,15.513,22.44,22.28,22.153,28.78,28.63,28.92,16.74,17.63,17.567,59.46,68.58,68.247,3,3,3,3,Primavera
2022-11-22,0.0,15.4,22.9,29.3,18.6,63.9,0.2,39.0,82.4,13.76,15.56,15.687,22.44,22.44,22.28,28.82,28.83,28.973,17.46,17.79,17.7,59.34,67.29,68.433,5,5,5,5,Primavera
2022-11-23,0.0,17.0,21.6,25.8,19.4,75.5,0.2,39.0,77.6,14.56,15.59,15.82,22.26,22.18,22.3,28.24,28.31,28.78,17.9,17.81,17.86,63.24,68.26,68.84,2,2,2,2,Primavera
2022-11-24,16.4,16.9,20.6,24.6,17.9,79.8,16.6,54.0,86.6,15.3,15.47,15.907,22.14,21.98,22.28,27.86,27.77,28.513,18.4,17.74,17.953,67.0,68.53,69.26,5,5,5,5,Primavera
2022-11-25,8.6,13.8,21.3,29.3,13.8,65.8,25.2,49.0,87.8,15.34,14.96,15.78,21.96,21.98,22.187,27.72,28.07,28.48,17.56,17.25,17.727,68.12,66.45,69.213,6,6,6,6,Primavera
2022-11-26,9.8,16.4,20.4,28.2,15.4,79.0,34.8,49.6,97.6,15.9,14.82,15.767,21.36,21.9,21.973,27.44,28.11,28.233,17.02,16.88,17.427,72.8,66.13,69.987,0,0,0,0,Primavera
2022-11-27,23.2,16.5,21.8,28.7,16.5,73.6,58.0,58.2,97.0,16.12,14.94,15.747,21.14,21.79,22.007,27.32,28.07,28.327,16.6,17.03,17.393,74.74,67.04,69.773,0,0,0,0,Primavera
2022-11-28,0.2,16.7,22.3,30.6,17.5,72.5,58.2,58.4,97.2,16.06,15.31,15.747,21.28,21.77,21.88,28.28,28.26,28.3,16.22,17.06,17.28,74.14,68.69,70.22,2,2,2,2,Primavera
2022-11-29,24.0,16.3,21.5,29.3,16.4,74.8,65.8,82.4,119.8,15.94,15.62,15.627,21.46,21.8,21.807,29.22,28.54,28.253,15.92,17.16,17.133,73.14,70.07,70.067,5,5,5,5,Primavera
2022-11-30,22.6,16.6,22.1,29.4,16.6,72.3,79.8,105.0,128.8,16.5,15.92,15.473,21.62,21.79,21.86,29.24,28.48,28.46,16.48,17.02,16.993,74.44,71.28,69.113,6,6,6,6,Primavera
2022-12-01,0.0,17.2,22.4,30.1,18.5,73.6,70.0,104.8,119.6,16.66,16.28,15.433,22.02,21.69,21.94,29.62,28.53,28.613,17.1,17.06,16.953,73.36,73.08,68.54,0,0,0,0,Primavera
2022-12-02,10.2,17.5,23.0,29.0,18.7,72.5,57.0,115.0,115.2,16.86,16.49,15.58,22.26,21.7,21.947,29.68,28.5,28.607,17.54,17.07,17.2,73.14,73.94,69.073,1,1,1,1,Primavera
2022-12-03,0.0,17.3,22.0,26.0,20.0,75.0,56.8,115.0,115.2,16.98,16.52,15.867,22.2,21.74,21.913,28.76,28.52,28.427,18.04,17.13,17.387,73.64,73.89,70.34,0,0,0,0,Primavera
2022-12-04,5.6,17.0,21.6,28.3,17.7,76.4,38.4,104.2,120.8,17.12,16.53,16.12,22.22,21.84,21.94,28.56,28.89,28.547,18.3,17.11,17.54,73.96,73.55,71.367,1,1,1,1,Primavera
2022-12-05,0.2,16.7,21.6,25.0,19.4,73.7,16.0,95.8,121.0,17.14,16.82,16.327,22.12,21.87,21.9,27.68,28.46,28.213,18.86,17.67,17.633,74.24,74.34,72.267,5,5,5,5,Primavera
2022-12-06,0.0,16.6,19.8,21.5,19.3,81.9,16.0,86.0,120.8,17.02,16.84,16.527,21.6,21.81,21.66,25.96,27.79,27.673,19.02,18.06,17.713,75.9,74.63,74.02,2,2,2,2,Primavera
2022-12-07,11.0,18.2,20.4,25.3,18.2,87.4,16.8,73.8,131.8,17.16,17.01,16.713,21.08,21.67,21.493,25.22,27.45,27.407,18.92,18.23,17.687,78.88,76.01,75.587,5,5,5,5,Primavera
2022-12-08,,,,30.0,18.5,68.3,16.8,73.6,131.8,17.125,17.044,16.693,20.85,21.6,21.486,26.02,27.39,27.687,18.62,18.33,17.627,77.54,75.59,75.107,0,0,0,0,Primavera
2022-12-09,0.0,16.6,25.3,31.9,20.1,62.1,11.2,49.6,115.4,17.025,17.078,16.671,21.775,22.022,21.821,26.74,27.65,28.173,19.1,18.7,17.773,74.68,74.32,73.927,0,0,0,0,Primavera
2022-12-10,0.0,18.5,24.4,30.6,19.4,70.9,11.0,27.0,106.8,17.475,17.289,17.007,22.475,22.278,22.043,27.86,27.77,28.26,19.1,18.98,18.147,74.12,74.18,74.267,0,0,0,0,Primavera
2022-12-11,32.8,17.9,23.1,30.2,18.2,74.8,43.8,59.8,129.8,17.8,17.367,17.114,23.3,22.356,22.236,29.6,27.78,28.393,18.88,18.95,18.333,72.7,74.3,73.987,0,0,0,0,Primavera
2022-12-12,1.6,18.9,24.1,30.8,19.8,74.0,34.4,51.2,108.2,17.975,17.522,17.286,24.225,22.478,22.4,30.7,27.96,28.533,19.2,19.06,18.553,70.02,74.45,74.013,15,15,15,15,Primavera
2022-12-13,29.2,19.3,21.4,26.5,18.9,88.1,63.6,80.4,137.2,18.24,17.744,17.471,23.66,22.411,22.336,30.0,28.01,28.26,19.28,18.95,18.647,73.98,75.76,75.053,3,3,3,3,Primavera
2022-12-14,26.8,17.1,20.3,24.1,18.8,82.8,90.4,101.6,140.0,18.34,17.756,17.529,22.66,22.267,22.25,28.44,27.59,27.913,19.02,19.06,18.807,78.12,76.4,75.587,4,4,4,4,Primavera
2022-12-15,0.6,15.5,20.1,25.2,17.6,75.8,91.0,102.0,118.0,17.74,17.622,17.45,21.8,22.1,22.107,27.36,27.61,27.633,18.66,18.88,18.873,79.1,76.61,75.82,2,2,2,2,Primavera
2022-12-16,0.0,15.1,21.1,27.4,17.1,70.0,58.2,102.0,118.0,17.18,17.456,17.3,21.4,22.244,22.014,26.8,28.2,27.453,18.44,18.66,18.78,78.14,75.42,75.58,1,1,1,1,Primavera
2022-12-17,0.0,17.8,21.5,27.8,18.0,80.5,56.6,91.0,107.8,16.96,17.411,17.321,20.88,22.367,21.907,26.2,28.45,27.373,18.08,18.64,18.733,79.44,74.73,76.113,1,1,1,1,Primavera
2022-12-18,35.0,17.3,22.0,28.4,17.3,75.9,62.4,126.0,142.8,16.56,17.4,17.321,21.0,22.33,21.907,26.58,28.29,27.533,17.76,18.52,18.553,77.0,75.49,76.173,2,2,2,2,Primavera
2022-12-19,3.6,18.1,20.6,23.2,19.4,85.8,39.2,129.6,140.8,16.76,17.55,17.4,21.06,21.86,21.836,26.4,27.42,27.193,17.88,18.45,18.667,77.6,77.86,76.8,1,1,1,1,Primavera
2022-12-20,20.6,18.8,20.4,23.3,18.9,90.5,59.2,150.2,161.2,17.42,17.58,17.55,21.12,21.46,21.75,26.02,26.69,27.08,18.14,18.4,18.633,80.54,79.82,77.92,1,1,1,1,Primavera
2022-12-21,55.4,18.5,21.2,27.3,18.1,85.2,114.6,172.8,216.6,18.1,17.64,17.686,21.14,21.27,21.85,26.0,26.4,27.467,18.34,18.39,18.553,83.58,80.86,78.14,2,2,2,2,Verão
2022-12-22,0.2,16.2,21.9,27.4,17.7,71.0,114.8,171.4,205.8,17.78,17.37,17.543,21.22,21.05,21.957,25.92,26.06,27.607,18.28,18.18,18.52,81.68,80.56,77.047,2,2,2,2,Verão
2022-12-23,0.0,15.5,21.1,26.1,16.9,71.3,79.8,142.2,205.8,17.42,16.99,17.407,21.04,21.02,21.9,25.46,26.02,27.347,18.2,17.98,18.413,80.76,78.88,77.247,1,1,1,1,Verão
2022-12-24,0.0,16.4,21.7,28.4,18.5,72.4,76.2,115.4,205.8,17.08,16.92,17.393,21.26,21.16,21.66,26.5,26.45,27.113,18.02,17.95,18.307,78.08,77.84,77.933,1,1,1,1,Verão
2022-12-25,0.2,17.2,22.0,28.1,18.4,75.7,55.8,115.0,206.0,16.76,17.09,17.307,21.58,21.35,21.5,27.46,26.74,26.947,17.92,18.03,18.24,75.12,77.83,78.253,2,2,2,2,Verão
2022-12-26,1.6,17.3,20.6,27.4,18.7,81.5,2.0,116.6,174.8,16.52,17.31,17.267,21.46,21.3,21.333,27.48,26.74,26.76,18.04,18.19,18.273,74.38,78.98,78.7,6,6,6,6,Verão
2022-12-27,20.4,18.1,21.9,28.5,17.7,80.0,22.2,137.0,193.6,16.9,17.34,17.213,21.46,21.34,21.187,27.7,26.81,26.607,18.04,18.16,18.133,76.18,78.93,79.1,5,5,5,5,Verão
2022-12-28,0.0,17.9,23.4,27.9,20.1,72.6,22.2,102.0,164.4,17.38,17.4,17.12,21.92,21.48,21.32,28.06,26.76,26.7,18.68,18.44,18.213,76.44,78.6,78.067,6,6,6,6,Verão
2022-12-29,0.0,18.3,22.6,27.7,19.8,77.2,22.2,98.4,137.6,17.76,17.42,17.2,22.1,21.68,21.473,27.92,27.21,26.94,18.94,18.48,18.28,77.4,77.74,77.693,7,7,7,7,Verão
2022-12-30,2.0,17.6,22.7,29.6,18.9,74.6,24.0,79.8,139.0,17.84,17.3,17.34,22.24,21.91,21.647,28.22,27.84,27.233,19.04,18.48,18.367,77.18,76.15,77.613,3,3,3,3,Verão
2022-12-31,64.6,17.9,21.4,27.8,17.9,81.2,87.0,89.0,203.6,17.96,17.24,17.527,22.4,21.93,21.667,28.3,27.89,27.26,18.88,18.46,18.42,77.12,75.75,78.36,0,0,0,0,Verão
2023-01-01,2.4,18.3,21.3,26.4,18.9,83.5,69.0,91.2,206.0,18.0,17.45,17.56,22.28,21.87,21.653,27.88,27.79,27.167,19.12,18.58,18.48,77.82,77.0,78.56,0,0,0,0,Verão
2023-01-02,8.8,17.9,21.0,26.1,18.3,83.1,77.8,100.0,179.8,18.0,17.69,17.6,21.8,21.86,21.587,27.52,27.79,27.013,18.76,18.72,18.547,79.92,78.18,79.04,6,6,6,6,Verão
2023-01-03,6.4,18.3,20.8,26.3,18.6,86.0,84.2,106.4,182.6,18.0,17.88,17.613,21.44,21.77,21.6,27.24,27.58,27.22,18.52,18.73,18.493,81.68,79.54,79.053,5,5,5,5,Verão
2023-01-04,18.8,18.6,20.8,26.9,18.1,87.4,101.0,125.0,180.8,18.2,18.02,17.6,21.06,21.65,21.627,26.7,27.46,27.46,18.36,18.7,18.44,84.24,80.71,78.847,6,6,6,6,Verão
